Location,Fuel_Type,Transmission,Owner_Type,Seats,Price,age,KM_Driven,make,mileage,engine,power
Hyderabad,Diesel,Manual,First,5,3.39,7,85,maruti,23.2,1248,73.94
Chennai,Diesel,Manual,First,5,6.85,5,45,maruti,28.09,1248,88.5
Chennai,Diesel,Manual,Second,5,2,4,100,tata,25,1396,69
Jaipur,Petrol,Manual,First,4,0.9,13,165,maruti,16.1,796,37
Kolkata,Petrol,Manual,First,5,3.8,4,22,volkswagen,16.47,1198,74
Coimbatore,Petrol,Manual,First,5,8.7,0,17,maruti,21.4,1197,83.1
Mumbai,Petrol,Manual,First,5,6.1,3,12,maruti,21.4,1197,83.1
Delhi,Petrol,Manual,First,5,2.65,4,51,maruti,20.92,998,67.1
Kochi,Petrol,Manual,First,5,5.27,2,42,maruti,20.4,1197,81.8
Kolkata,Diesel,Manual,First,5,2.48,5,45,chevrolet,22.1,1248,74
Kolkata,Diesel,Manual,First,5,2.95,8,37,hyundai,23,1396,90
Mumbai,Diesel,Manual,Second,5,2.65,6,64,tata,21.02,1248,88.76
Mumbai,Petrol,Manual,First,5,3.25,5,33,maruti,21.1,1197,85.8
Kolkata,Petrol,Manual,First,5,5,4,7,tata,17.57,1193,88.7
Pune,Petrol,Manual,Second,5,1.95,8,69,maruti,19,998,66.1
Delhi,Petrol,Manual,First,5,5.5,5,42,hyundai,17,1197,80
Hyderabad,Diesel,Manual,First,5,7.79,3,30,maruti,27.39,1248,74
Kochi,Diesel,Manual,First,7,8.27,2,43,maruti,20.77,1248,88.76
Delhi,Diesel,Manual,First,5,3.95,6,72,maruti,23.4,1248,74
Delhi,Petrol,Manual,First,5,4.25,6,40,maruti,17.5,1298,85.8
Kochi,Petrol,Manual,First,5,6.17,1,38,honda,18.7,1199,88.7
Hyderabad,Diesel,Automatic,First,5,9.15,2,28,maruti,28.4,1248,73.75
Pune,Diesel,Manual,First,5,4.5,5,95,nissan,21.64,1461,84.8
Coimbatore,Petrol,Manual,First,5,5.37,3,14,honda,19.4,1198,86.8
Chennai,Diesel,Manual,First,5,7.7,3,29,ford,23,1498,98.96
Chennai,Petrol,Manual,First,5,3,7,49,hyundai,20.36,1197,78.9
Coimbatore,Diesel,Manual,First,5,6.69,1,38,tata,20.65,1248,88.7
Delhi,Diesel,Manual,First,5,4.25,5,56,maruti,22.9,1248,74
Hyderabad,Diesel,Manual,First,5,6.99,5,65,honda,26,1498,98.6
Chennai,Petrol,Manual,First,5,2.79,4,21,maruti,22.74,796,47.3
Pune,Diesel,Manual,Second,5,2.9,7,148,tata,21.12,1248,88.8
Coimbatore,Diesel,Manual,First,5,7.29,2,30,ford,26.1,1498,99
Hyderabad,Petrol,Manual,First,5,2.6,6,34,maruti,14,796,35
Pune,Diesel,Manual,Second,5,3.1,4,90,mahindra,21.03,1461,65
Kolkata,Diesel,Manual,First,5,3.5,3,100,maruti,23.4,1248,74
Kolkata,Petrol,Manual,First,5,2.35,8,50,volkswagen,16.47,1198,73.9
Coimbatore,Petrol,Manual,First,5,5.9,5,72,volkswagen,16.47,1198,74
Hyderabad,Petrol,Manual,First,5,3.9,7,68,maruti,21.1,1197,85.8
Delhi,Diesel,Manual,First,5,7,4,33,honda,26,1498,98.6
Coimbatore,Petrol,Manual,First,5,7.23,2,22,volkswagen,17,1198,73.75
Mumbai,Diesel,Manual,First,5,3.81,7,90,maruti,21.5,1248,88.8
Chennai,Petrol,Manual,Third,5,4.5,7,42,maruti,18.6,1197,85.8
Coimbatore,Petrol,Manual,First,5,2.96,9,59,maruti,19.7,796,46.3
Kolkata,Diesel,Manual,First,5,3.25,5,36,honda,25.8,1498,98.6
Kochi,Petrol,Manual,First,5,3.08,8,36,maruti,18.9,998,67.1
Pune,Petrol,Manual,First,5,2.6,8,71,maruti,20.51,998,67.04
Kolkata,Diesel,Manual,First,5,3.85,5,42,hyundai,24,1186,73.97
Bangalore,Petrol,Manual,First,5,5.75,4,50,hyundai,18.9,1197,82
Mumbai,Petrol,Manual,Second,5,1.65,11,62,hyundai,20.36,1197,78.9
Kochi,Petrol,Manual,First,5,3.02,6,36,maruti,18.9,1061,67
Coimbatore,Petrol,Manual,First,5,3.32,6,65,hyundai,21.1,814,55.2
Delhi,Petrol,Manual,First,5,3.24,6,33,honda,19.4,1198,86.8
Kolkata,Petrol,Manual,First,5,2.35,4,11,maruti,22.74,796,47.3
Jaipur,Diesel,Manual,First,7,5.5,6,63,mahindra,15.96,2523,62.1
Pune,Petrol,Manual,First,5,5.45,3,27,maruti,22,1197,81.8
Hyderabad,Petrol,Manual,Second,5,2.3,6,20,hyundai,21.1,814,55.2
Kochi,Petrol,Manual,First,5,6.21,4,24,maruti,20.85,1197,83.14
Coimbatore,Petrol,Automatic,First,5,5.21,5,47,nissan,19.34,1198,76
Pune,Diesel,Manual,First,5,3.1,9,135,maruti,17.8,1248,75
Kolkata,Diesel,Manual,First,5,4,3,29,volkswagen,20.14,1498,88.8
Hyderabad,Petrol,Manual,First,4,1.3,8,83,maruti,16.1,796,37
Jaipur,Diesel,Manual,First,5,4.42,5,82,volkswagen,20.14,1498,88.8
Kochi,Diesel,Manual,First,5,5.38,4,61,honda,25.8,1498,98.6
Chennai,Petrol,Manual,Second,5,3.25,8,32,hyundai,17,1197,80
Jaipur,Petrol,Automatic,First,5,3.87,3,68,maruti,20.51,998,67
Mumbai,Petrol,Manual,First,5,9.28,1,32,maruti,20.73,1373,91.1
Mumbai,Petrol,Manual,Second,5,1.15,11,75,chevrolet,15.26,1150,74.9
Kochi,Petrol,Manual,First,5,7.8,3,40,maruti,20.73,1373,91.2
Hyderabad,Diesel,Manual,First,5,4.5,7,60,hyundai,23,1396,90
Kochi,Petrol,Manual,First,5,7.56,1,18,honda,18.7,1199,88.7
Bangalore,Petrol,Manual,First,5,4.5,7,52,hyundai,17,1197,80
Delhi,Petrol,Manual,First,5,2.2,8,54,hyundai,19.81,1086,68.05
Bangalore,Petrol,Automatic,First,5,4,5,49,maruti,23.1,998,67.04
Kolkata,Diesel,Manual,First,5,2.51,7,98,skoda,20.86,1199,73.9
Delhi,Diesel,Manual,First,5,4.75,4,60,maruti,25.2,1248,74
Pune,Petrol,Manual,Second,5,2,11,68,hyundai,16,1086,66.7
Jaipur,Petrol,Manual,Second,5,2.1,9,81,hyundai,20.36,1197,78.9
Ahmedabad,Diesel,Manual,First,5,6,2,49,maruti,25.2,1248,74
Jaipur,Petrol,Manual,Second,4,0.45,15,12,maruti,16.1,796,37
Pune,Petrol,Manual,Third,5,2.5,9,54,maruti,16.1,1298,88.2
Hyderabad,Petrol,Manual,First,5,1.6,13,27,ford,13.8,1299,70
Kochi,Diesel,Manual,First,5,7.54,2,75,ford,22.7,1498,89.84
Kochi,Petrol,Manual,First,5,6.84,4,46,maruti,20.73,1373,91.1
Pune,Diesel,Manual,First,5,8,2,27,honda,27.3,1498,98.6
Kochi,Diesel,Manual,First,5,5.5,2,34,hyundai,24,1120,70
Jaipur,Petrol,Manual,Second,5,3,8,42,nissan,16.95,1498,97.7
Jaipur,Petrol,Manual,First,5,1.4,13,100,chevrolet,14.49,1399,92.7
Mumbai,Diesel,Manual,First,7,5.75,5,57,honda,24.2,1498,98.6
Hyderabad,Diesel,Manual,First,5,3.4,9,79,maruti,21.1,1248,73.9
Coimbatore,Petrol,Manual,Second,5,4.89,8,44,volkswagen,16.47,1198,73.9
Coimbatore,Petrol,Automatic,Second,5,3.49,6,60,maruti,16.98,998,66.1
Coimbatore,Petrol,Automatic,First,5,7.08,2,23,hyundai,18.9,1197,82
Hyderabad,Diesel,Manual,First,5,6.75,3,77,hyundai,23,1396,90
Hyderabad,Petrol,Automatic,First,5,2.99,11,56,honda,16.4,1497,78
Kolkata,Petrol,Manual,First,5,2.35,6,21,hyundai,20.36,1197,78.9
Delhi,Diesel,Manual,First,5,3.65,6,89,honda,25.8,1498,98.6
Delhi,Petrol,Manual,Second,5,2.74,7,45,maruti,22.5,998,67.04
Jaipur,Petrol,Manual,First,5,3.5,6,53,honda,19.4,1198,86.8
Kochi,Petrol,Manual,First,5,4.76,5,55,hyundai,17,1197,80
Pune,Diesel,Manual,Second,5,2.35,11,82,skoda,18.7,1896,66
Hyderabad,Petrol,Manual,First,5,3.65,2,31,hyundai,21.1,814,55.2
Coimbatore,Petrol,Manual,Second,5,6.26,3,18,maruti,18.6,1197,85.8
Coimbatore,Petrol,Manual,First,5,7.8,1,22,hyundai,18.6,1197,81.83
Bangalore,Petrol,Manual,First,5,4.25,5,43,honda,19.4,1198,86.8
Kochi,Petrol,Manual,First,5,4.86,5,49,maruti,17.5,1298,85.8
Delhi,Petrol,Manual,First,5,4.9,2,12,hyundai,18.9,1197,81.86
Coimbatore,Petrol,Manual,First,5,3.22,8,48,maruti,24.07,998,67.1
Kolkata,Diesel,Manual,First,5,3.25,5,30,volkswagen,22.07,1199,73.9
Delhi,Petrol,Manual,First,5,4.53,3,81,hyundai,18.9,1197,82
Chennai,Petrol,Manual,First,5,2.25,9,72,fiat,15.7,1172,67
Pune,Diesel,Manual,Second,8,8,8,156,toyota,12.99,2494,100
Kochi,Diesel,Automatic,First,7,8.37,2,47,mahindra,18.49,1493,100
Coimbatore,Diesel,Manual,First,5,5.39,4,61,volkswagen,20.14,1498,88.8
Kochi,Petrol,Manual,First,5,6.03,1,10,hyundai,18.9,1197,81.86
Chennai,Petrol,Automatic,First,5,3.96,6,21,hyundai,16.95,1197,78.9
Hyderabad,Diesel,Manual,First,5,4.6,8,113,hyundai,23,1396,90
Mumbai,Petrol,Manual,First,5,3.25,6,63,honda,19.4,1198,86.8
Jaipur,Petrol,Manual,First,5,6.25,2,58,hyundai,18.6,1197,81.83
Pune,Petrol,Automatic,First,5,7.8,1,1,honda,19,1199,88.76
Kochi,Petrol,Manual,First,5,3.7,6,34,hyundai,19.81,1086,68.05
Hyderabad,Petrol,Manual,First,5,4,7,58,hyundai,17,1197,80
Kochi,Petrol,Manual,First,5,5.44,2,37,maruti,20.4,1197,81.8
Delhi,Petrol,Automatic,First,5,6.2,2,44,maruti,21.4,1197,83.1
Kolkata,Petrol,Manual,First,5,0.9,14,45,hyundai,13.2,1495,94
Mumbai,Petrol,Manual,First,5,3.95,3,11,maruti,18.5,1197,85.8
Pune,Petrol,Manual,Second,4,0.44,8,65,tata,26,624,35
Ahmedabad,Diesel,Manual,First,5,2.75,7,55,ford,20,1399,68
Chennai,Diesel,Manual,Second,5,2.5,9,160,fiat,19,1248,93
Hyderabad,Diesel,Manual,First,7,5,4,169,mahindra,14.95,2489,93.7
Hyderabad,Petrol,Manual,First,5,3.6,6,67,maruti,18.9,998,67.1
Kochi,Petrol,Manual,First,5,3.99,7,44,toyota,17.6,1496,88.7
Coimbatore,Petrol,Manual,First,5,5.64,4,36,hyundai,18.9,1197,82
Pune,Diesel,Manual,First,8,12,5,160,toyota,12.99,2494,100
Kolkata,Diesel,Manual,First,5,0.7,11,133,tata,16.8,1405,62
Kolkata,Diesel,Manual,First,5,7.55,4,1,ford,25.83,1498,99
Pune,Petrol,Manual,Third,5,0.99,12,59,chevrolet,15.26,1150,74.9
Chennai,Petrol,Manual,First,5,6.2,3,90,nissan,16.95,1498,97.6
Kolkata,Petrol,Manual,First,5,4.4,3,18,maruti,19.1,1197,85.8
Kolkata,Diesel,Manual,First,5,2.1,7,60,ford,20,1399,68
Jaipur,Diesel,Manual,First,5,2.2,8,130,fiat,20.3,1248,75
Coimbatore,Petrol,Manual,First,5,8.34,1,32,hyundai,18.6,1197,81.86
Kolkata,Diesel,Manual,First,5,4.35,5,32,maruti,23.4,1248,74
Hyderabad,Diesel,Manual,First,5,6.8,5,62,ford,22.7,1498,89.84
Jaipur,Diesel,Manual,First,5,3.3,9,71,maruti,19.3,1248,73.9
Kochi,Petrol,Manual,First,5,5.04,3,19,hyundai,18.9,1197,82
Hyderabad,Diesel,Manual,First,5,5.7,5,74,volkswagen,22.07,1199,73.9
Kochi,Diesel,Manual,First,7,8.48,1,55,mahindra,18.49,1493,100
Ahmedabad,Petrol,Manual,First,5,2.75,9,21,maruti,22.5,998,67.04
Pune,Diesel,Manual,First,7,8,2,121,maruti,24.52,1248,88.5
Jaipur,Petrol,Manual,First,5,1.85,9,73,maruti,19.7,796,46.3
Jaipur,Petrol,Automatic,First,5,3.85,4,34,maruti,20.51,998,67
Coimbatore,Petrol,Manual,First,7,4.74,2,28,maruti,15.1,1196,73
Kochi,Petrol,Manual,First,5,2.62,8,25,maruti,18.2,1061,64
Chennai,Diesel,Manual,Second,5,2.4,8,110,mahindra,21,1461,64.1
Delhi,Petrol,Manual,First,5,4.25,2,15,renault,21.7,999,67
Pune,Diesel,Manual,Second,5,2.7,11,150,maruti,28.4,1248,74
Hyderabad,Petrol,Manual,First,5,2.99,3,19,datsun,20.63,1198,67
Chennai,Petrol,Manual,First,5,3.4,8,37,hyundai,18.5,1197,80
Mumbai,Diesel,Manual,First,7,5.85,7,88,maruti,20.77,1248,88.8
Jaipur,Petrol,Manual,First,5,4,5,42,hyundai,18.9,1197,82
Jaipur,Diesel,Manual,First,5,2.9,8,79,maruti,21.1,1248,73.9
Kochi,Petrol,Manual,First,5,6.95,3,28,hyundai,18.6,1197,81.83
Kolkata,Petrol,Manual,First,5,2.75,5,9,hyundai,20.3,998,68.05
Pune,Diesel,Manual,First,5,5.1,5,75,maruti,22.9,1248,74
Chennai,Petrol,Manual,First,5,6.75,2,8,hyundai,18.6,1197,81.83
Mumbai,Petrol,Manual,First,5,3.69,5,59,maruti,18.5,1197,85.8
Hyderabad,Diesel,Manual,First,5,5.45,6,53,maruti,22.9,1248,74
Kochi,Petrol,Manual,First,5,9.29,1,15,honda,17.5,1199,88.7
Chennai,Petrol,Automatic,Second,5,4,4,53,hyundai,16.9,1197,81.86
Kolkata,Petrol,Manual,First,5,2.9,6,40,honda,18,1198,86.7
Pune,Diesel,Manual,First,5,4.35,7,75,maruti,22.9,1248,74
Coimbatore,Petrol,Automatic,First,5,5.23,2,37,maruti,22.5,998,67
Coimbatore,Petrol,Manual,First,5,6.01,3,43,hyundai,18.9,1197,81.86
Hyderabad,Diesel,Manual,First,5,4.4,5,97,honda,25.8,1498,98.6
Delhi,Petrol,Manual,First,5,2.4,8,65,ford,15.6,1196,70
Kochi,Petrol,Manual,First,5,5.71,1,46,volkswagen,17,1198,73.75
Kochi,Diesel,Manual,Second,5,5.49,4,65,ford,22.7,1498,89.84
Pune,Petrol,Manual,Second,5,1.3,15,73,honda,13,1343,90
Kolkata,Petrol,Manual,First,5,5,2,31,hyundai,18.9,1197,81.86
Pune,Diesel,Automatic,First,5,9,2,41,maruti,28.4,1248,73.75
Kochi,Diesel,Manual,First,5,5.22,3,38,maruti,22.9,1248,74
Pune,Petrol,Manual,First,5,3.8,7,19,volkswagen,16.47,1198,73.9
Coimbatore,Petrol,Manual,First,5,7.27,0,20,toyota,18.16,1197,78.9
Mumbai,Petrol,Manual,First,5,5.1,3,23,maruti,22,1197,81.8
Pune,Petrol,Manual,First,5,2.9,6,61,maruti,18.9,998,67.1
Kochi,Petrol,Manual,First,4,1.38,7,4,tata,26,624,35
Hyderabad,Diesel,Manual,First,5,5.25,2,40,tata,22.95,1248,74
Kolkata,Petrol,Manual,First,5,1.95,6,36,hyundai,21.1,814,55.2
Kochi,Diesel,Manual,First,7,8.31,6,62,toyota,12.99,2494,100
Pune,Diesel,Manual,First,5,5.5,4,58,hyundai,24.4,1120,71
Mumbai,Petrol,Manual,First,5,2.75,9,73,hyundai,17,1197,80
Hyderabad,Diesel,Manual,First,5,4.95,4,36,ford,20,1399,68.05
Kochi,Petrol,Manual,First,5,6.27,0,27,hyundai,18.6,1197,81.83
Kolkata,Petrol,Manual,First,5,3.5,5,37,hyundai,18.9,1197,82
Kolkata,Petrol,Manual,First,5,4.45,4,27,maruti,17.5,1298,85.8
Kolkata,Petrol,Manual,First,5,2.65,7,37,hyundai,18.5,1197,80
Kolkata,Diesel,Manual,First,5,4.7,2,10,mahindra,25.32,1198,77
Coimbatore,Diesel,Manual,First,5,9.58,2,71,maruti,24.3,1248,88.5
Pune,Diesel,Manual,Second,5,7,4,29,hyundai,22.54,1396,88.73
Jaipur,Petrol,Manual,Second,5,2.7,8,82,hyundai,18.5,1197,80
Mumbai,Petrol,Manual,Second,5,2.5,7,70,honda,19.4,1198,86.8
Hyderabad,Diesel,Manual,First,7,3.9,6,166,nissan,19.3,1461,84.8
Delhi,Petrol,Manual,First,5,3.95,4,58,volkswagen,16.47,1198,73.9
Chennai,Petrol,Manual,Second,5,2.1,9,77,hyundai,20.36,1197,78.9
Hyderabad,Petrol,Manual,Second,5,2,12,70,hyundai,19.81,1086,68.05
Delhi,Diesel,Manual,First,7,5.35,5,79,maruti,20.77,1248,88.76
Delhi,Diesel,Manual,First,5,3.8,6,90,honda,25.8,1498,98.6
Kochi,Petrol,Manual,First,5,5.53,1,46,hyundai,18.9,1197,81.86
Pune,Petrol,Manual,Third,5,1.95,10,68,hyundai,20.36,1197,78.9
Hyderabad,Diesel,Manual,First,5,8.2,2,2,maruti,28.4,1248,74
Pune,Petrol,Manual,First,5,0.9,20,140,honda,13,1343,90
Mumbai,Petrol,Manual,Second,5,2.1,8,57,chevrolet,14.49,1399,92.7
Chennai,Petrol,Manual,Second,5,2,11,85,hyundai,19.81,1086,68.05
Delhi,Diesel,Manual,First,5,3.7,4,54,hyundai,24.4,1120,71
Mumbai,Petrol,Automatic,First,5,3.8,5,53,maruti,23.1,998,67.04
Jaipur,Petrol,Manual,First,5,3.25,5,60,hyundai,20.36,1197,78.9
Coimbatore,Diesel,Manual,First,5,5.53,4,65,renault,19.87,1461,83.8
Kolkata,Petrol,Manual,First,5,5.1,1,1,hyundai,18.9,1197,82
Pune,Petrol,Manual,Second,5,1.6,10,44,chevrolet,18,995,62
Delhi,Diesel,Manual,First,5,3.6,5,32,maruti,23.2,1248,73.94
Kochi,Diesel,Manual,First,5,7.52,3,55,honda,26,1498,98.6
Mumbai,Petrol,Manual,First,7,2.9,5,34,maruti,15.1,1196,73
Delhi,Petrol,Manual,First,5,7.65,2,17,maruti,20.73,1373,91.1
Delhi,Diesel,Manual,First,5,6.4,3,66,maruti,28.09,1248,88.5
Kolkata,Petrol,Manual,First,5,4.25,5,48,maruti,19.1,1197,85.8
Pune,Diesel,Manual,First,5,4.4,2,8,tata,25,1396,69
Jaipur,Petrol,Manual,First,5,3.25,7,100,hyundai,18.5,1197,82.85
Pune,Diesel,Manual,First,5,2.8,7,78,ford,17.8,1399,68
Kolkata,Diesel,Manual,First,8,4.3,4,50,chevrolet,18.2,1248,73.74
Chennai,Diesel,Manual,Third,5,1.55,13,89,ford,17.8,1399,68
Kochi,Petrol,Manual,First,5,7.07,2,24,honda,18.7,1199,88.7
Delhi,Petrol,Manual,First,5,5.75,1,9,hyundai,18.9,1197,81.86
Mumbai,Petrol,Manual,First,5,3.25,7,29,maruti,18.5,1197,85.8
Kolkata,Petrol,Manual,First,5,4.95,3,21,honda,18.7,1199,88.7
Delhi,Diesel,Manual,First,5,3.75,5,62,maruti,17.8,1248,75
Kolkata,Petrol,Manual,First,5,1.97,5,26,hyundai,21.1,814,55.2
Jaipur,Diesel,Manual,Second,5,1.4,9,90,ford,20,1399,68
Coimbatore,Petrol,Manual,First,5,7.27,1,35,volkswagen,17,1198,73.75
Kolkata,Diesel,Manual,First,5,4,6,40,renault,21.64,1461,84.8
Kolkata,Petrol,Manual,First,5,4.75,4,45,honda,18.7,1199,88.7
Delhi,Petrol,Manual,First,5,5.1,4,42,hyundai,17,1197,80
Kolkata,Diesel,Manual,First,5,1.6,17,69,skoda,18.7,1896,66
Kochi,Petrol,Manual,First,5,9.96,1,15,maruti,20.73,1373,91.1
Hyderabad,Diesel,Manual,Second,5,4.75,6,99,maruti,22.9,1248,74
Bangalore,Diesel,Manual,Third,10,3.65,17,63,toyota,13.1,2446,75
Mumbai,Petrol,Manual,First,8,2.25,6,11,maruti,16.8,796,34.2
Coimbatore,Diesel,Manual,First,5,7.48,3,45,honda,27.3,1498,98.6
Jaipur,Petrol,Manual,Second,,1.7,14,88,honda,13,1493,100
Mumbai,Petrol,Manual,First,5,3.85,7,88,maruti,19.1,1197,85.8
Delhi,Diesel,Manual,First,5,5.75,3,45,maruti,28.4,1248,73.75
Kochi,Petrol,Manual,First,5,2.21,7,83,chevrolet,18.6,1199,79.4
Kochi,Diesel,Manual,First,5,8.09,2,78,ford,23,1498,98.96
Mumbai,Petrol,Automatic,First,5,2.6,10,21,hyundai,19.2,1197,80
Kolkata,Petrol,Manual,First,5,2.45,7,58,hyundai,20.36,1197,78.9
Mumbai,Diesel,Manual,First,5,8.99,2,26,ford,23,1498,98.96
Jaipur,Diesel,Manual,First,5,8.2,2,24,maruti,28.4,1248,73.75
Coimbatore,Diesel,Manual,First,5,7.3,3,44,hyundai,22.54,1396,88.73
Chennai,Petrol,Manual,First,5,1.59,11,65,maruti,19.7,796,46.3
Delhi,Petrol,Manual,Second,5,3.15,4,34,hyundai,20.36,1197,78.9
Hyderabad,Diesel,Manual,First,5,3,9,66,skoda,19.5,1199,75
Hyderabad,Diesel,Manual,First,5,7.75,3,43,honda,27.3,1498,98.6
Coimbatore,Diesel,Manual,First,5,5.79,5,83,maruti,22.9,1248,74
Bangalore,Diesel,Manual,First,7,4.45,5,66,tata,15.3,2956,83.8
Delhi,Petrol,Manual,First,5,3.3,7,54,hyundai,18.5,1197,82.85
Jaipur,Diesel,Manual,Second,5,1.75,10,80,fiat,20.4,1248,91.2
Hyderabad,Diesel,Manual,First,5,3.75,8,75,hyundai,21.9,1396,90
Kochi,Diesel,Manual,First,7,6.32,4,50,honda,24.2,1498,98.6
Mumbai,Petrol,Manual,First,5,2.1,9,62,hyundai,20.36,1197,78.9
Hyderabad,Diesel,Manual,First,5,9.3,3,41,maruti,24.3,1248,88.5
Hyderabad,Petrol,Manual,First,5,1.8,13,71,maruti,19.7,796,46.3
Delhi,Diesel,Manual,First,5,4.74,4,51,maruti,22.9,1248,74
Kochi,Petrol,Manual,First,5,5.43,3,26,hyundai,18.9,1197,82
Kochi,Diesel,Manual,First,5,8.45,2,30,ford,22.77,1498,98.59
Pune,Petrol,Manual,First,5,5,3,54,ford,18.16,1196,86.8
Hyderabad,Petrol,Manual,First,5,4.7,7,65,maruti,19.1,1197,85.8
Jaipur,Petrol,Manual,Second,5,1.51,10,111,maruti,18.9,1061,67
Mumbai,Petrol,Manual,First,5,5.95,4,35,maruti,20.73,1373,91.1
Chennai,Petrol,Manual,First,5,3.4,5,41,maruti,23.1,998,67.04
Pune,Diesel,Manual,First,5,5.5,1,12,maruti,23.4,1248,74
Hyderabad,Diesel,Manual,First,5,3.95,7,71,hyundai,21.9,1396,90
Mumbai,Diesel,Manual,Second,5,4.25,7,74,maruti,28.4,1248,73.75
Hyderabad,Diesel,Manual,First,7,6.5,7,82,maruti,20.77,1248,88.76
Bangalore,Petrol,Manual,First,5,2.95,8,68,ford,15.6,1196,70
Coimbatore,Diesel,Manual,First,5,7.12,6,63,toyota,21.43,1364,86.79
Chennai,Diesel,Automatic,First,5,11.25,1,3,maruti,24.3,1248,88.5
Mumbai,Petrol,Manual,First,5,3.67,5,64,hyundai,20.14,1197,81.86
Pune,Petrol,Manual,First,5,2.3,11,2,mahindra,15.7,1390,75
Pune,Diesel,Manual,First,5,2.2,11,88,skoda,18.7,1896,66
Bangalore,Diesel,Manual,First,5,1.99,10,75,ford,13.8,1399,68
Pune,Petrol,Manual,First,5,5,3,25,hyundai,18.9,1197,82
Mumbai,Petrol,Manual,First,5,5.4,2,12,volkswagen,17,1198,73.75
Kolkata,Petrol,Manual,First,5,2.99,2,25,renault,25.17,799,53.3
Kochi,Petrol,Automatic,First,5,6.76,1,5,hyundai,18.9,1197,81.86
Chennai,Petrol,Manual,Second,5,5.5,3,42,volkswagen,18.78,999,75
Coimbatore,Diesel,Manual,First,5,5.99,5,44,maruti,25.2,1248,74
Delhi,Diesel,Manual,First,5,2.59,7,70,nissan,21.64,1461,84.8
Pune,Diesel,Manual,First,5,8.5,3,50,maruti,28.09,1248,88.5
Pune,Petrol,Manual,First,5,3.35,5,21,ford,15.6,1196,70.02
Coimbatore,Petrol,Manual,First,7,3.75,6,54,maruti,15.1,1196,73
Jaipur,Petrol,Manual,Second,5,1.5,13,101,maruti,18.9,998,67.1
Chennai,Petrol,Manual,First,5,1.45,14,66,maruti,14,1061,64
Kolkata,Diesel,Manual,First,5,2.49,8,66,volkswagen,22.07,1199,73.9
Hyderabad,Diesel,Manual,First,5,6.25,5,85,ford,22.7,1498,89.84
Hyderabad,Diesel,Manual,First,5,4.88,4,35,hyundai,24,1120,70
Kolkata,Petrol,Manual,First,5,1.99,7,60,hyundai,21.1,814,55.2
Hyderabad,Petrol,Manual,First,5,2.8,9,70,hyundai,20.36,1197,78.9
Hyderabad,Diesel,Manual,First,7,4.3,7,75,mahindra,15.96,2523,62.1
Ahmedabad,Petrol,Manual,First,5,5.9,4,40,maruti,20.4,1197,81.8
Hyderabad,Diesel,Manual,Second,5,2.4,10,55,ford,17.8,1399,68
Coimbatore,Petrol,Automatic,First,5,7.6,2,22,hyundai,18.9,1197,82
Hyderabad,Petrol,Automatic,First,5,3.6,7,57,maruti,17.16,1197,85.8
Chennai,Petrol,Manual,First,5,2.1,8,75,maruti,19.7,796,46.3
Mumbai,Petrol,Manual,First,5,6.36,2,1,maruti,20.89,1197,81.8
Pune,Petrol,Manual,First,5,4.15,6,47,honda,18,1198,86.7
Delhi,Petrol,Manual,First,5,2.1,8,62,hyundai,19.81,1086,68.05
Delhi,Diesel,Manual,First,7,6.95,3,47,mahindra,18.49,1493,100
Pune,Petrol,Manual,Second,5,2.4,11,56,maruti,17.5,1298,85.8
Chennai,Petrol,Manual,First,5,2.65,12,55,hyundai,13.2,1495,94
Pune,Petrol,Manual,First,5,2.1,7,69,maruti,20.92,998,67.1
Pune,Petrol,Manual,Second,5,2.5,8,65,chevrolet,18.6,1199,79.4
Chennai,Petrol,Manual,First,5,4,4,40,tata,17.57,1193,88.7
Kolkata,Diesel,Manual,First,5,4.45,5,40,honda,26,1498,98.6
Jaipur,Petrol,Manual,First,5,1.5,9,26,chevrolet,18.6,1199,79.4
Kolkata,Diesel,Manual,First,5,8.41,4,2,ford,26.1,1498,99
Hyderabad,Petrol,Manual,First,5,3.65,7,45,hyundai,20.36,1197,78.9
Coimbatore,Petrol,Manual,First,5,5.89,3,37,hyundai,18.9,1197,81.86
Hyderabad,Diesel,Manual,First,5,8.45,3,46,maruti,28.09,1248,88.5
Mumbai,Petrol,Automatic,First,5,3.94,3,47,maruti,23.1,998,67.04
Hyderabad,Diesel,Manual,First,5,4.1,6,71,ford,20,1399,68
Kolkata,Diesel,Manual,First,5,5.25,4,28,maruti,28.4,1248,73.75
Ahmedabad,Petrol,Manual,First,5,4.3,4,20,hyundai,18.9,1197,81.86
Kolkata,Diesel,Manual,First,7,3.9,6,36,mahindra,17.21,1493,100
Mumbai,Diesel,Manual,First,6,3.7,3,34,mahindra,25.32,1198,77
Jaipur,Petrol,Manual,First,5,2.41,6,86,maruti,22.74,796,47.3
Hyderabad,Diesel,Manual,Second,5,5.8,4,116,toyota,23.59,1364,67.05
Kolkata,Petrol,Manual,First,5,1,10,37,maruti,17.3,993,60
Hyderabad,Petrol,Manual,Second,5,2.15,8,76,maruti,19.7,796,46.3
Kochi,Petrol,Automatic,First,5,7.89,1,21,maruti,21.4,1197,83.1
Mumbai,Petrol,Manual,First,5,6,12,1,ford,19,1194,94.68
Coimbatore,Petrol,Manual,First,5,7.53,2,59,hyundai,18.6,1197,81.86
Kochi,Petrol,Manual,First,5,7.74,2,25,maruti,21.4,1197,83.1
